"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38711","User can open the Secondary deals page and go through the pagination","","Thu Nov 14 02:07:43 PST 2024","passed","Thu Nov 14 02:08:21 PST 2024","","","",""
